NS	X7	X10	X12	X24	X26	X34	X35	X36	X40	X43	X63	X66	X69	X71	X79	X83	X91	X102	X106	X112	X115	X119	X121	X122	X176	X182	X183	X185	X188	X190	X192	X194	X195	X204	X209	X213	X219	X221	X224	X227	X231	X232	X233	X237	X239	X241	X246	X247	X249	X250	X252	X256	X257	X258	X261	X264	X269	X271	X272	X273	X275	X278	X282	X283	X285	X293	X132	X138	X141	X151	X155	X160	X169	X174
hsa-miR-518b	-0.839601398	-0.788950915	-1.610719155	-1.594883912	-0.604669149	-0.177393436	-0.690265698	-0.362700873	-0.463856863	-0.440365172	-0.542035795	-0.693922504	-0.270745565	-0.626950629	-0.78989274	-0.405743721	-0.352131463	-0.324485064	-1.059497788	-0.686319697	-0.636150378	-0.342779337	-1.483329389	-0.72228875	-0.571724624	-0.83304405	-0.936537367	-0.158994886	-0.993772093	-0.63638244	-0.475380121	-0.23236956	-0.274403812	-0.251294982	-0.808065872	-0.203718199	-0.349274015	-0.362539381	-0.642039191	-0.323849872	-0.612289881	-0.33042842	0.121516467	-0.029324753	-0.521221172	0.031631851	-0.278929331	-0.287434056	-0.63397748	-0.240183952	-0.560625607	-0.63129707	-0.117345845	-0.318444304	-0.48702386	-0.172480394	-0.428472162	-0.411855056	-0.155280592	-0.503212989	0.491641276	-0.47479374	0.031872342	0.073382755	-0.281233461	-0.515291004	-0.771151114	-0.349188053	-0.56997691	-0.736407409	-0.66688662	-0.548111372	-0.278761403	-0.260303466
hsa-miR-518c-3p	-1.344793438	-0.914704249	-1.145627713	-1.169288621	-1.215265717	-0.902932796	-1.569727968	-0.987491156	-1.970058249	-1.42242512	-1.643216192	-1.184863723	-1.625727883	-1.866702518	-2.189338217	-2.414215648	-1.559547888	-1.14623603	-1.142845979	-1.454460575	-0.791704751	-1.364167781	-0.535212089	-1.530845792	-0.683033046	-1.620081256	-0.854554458	-1.699298962	-0.746917749	-0.917488984	-1.845996031	-1.118757349	-0.997096274	-1.426802297	-1.135423175	-1.506937027	-1.153156471	-0.732083696	-0.225466144	-1.345222351	-1.355699136	-1.837176264	-0.94317515	-1.600746864	-1.740498582	-1.31414568	-1.054885521	-1.123924018	-0.805109314	-1.623437679	-0.877002261	-1.1575683	-1.331122344	-1.457424882	-1.590543812	-1.131188106	-1.186599845	-1.159129045	-1.237801664	-0.977823379	-2.16246154	-1.375667006	-0.494736791	-1.162045715	-1.039835609	-1.200220433	-1.695753783	-1.257481795	-1.863365484	-1.600596622	-1.722138815	-1.231364213	-1.927946239	-1.563689679
hsa-miR-518d-3p	-2.505075576	-1.564435878	-1.650024917	-1.833210012	-1.729438911	-2.320765009	-2.057540793	-1.658643204	-1.88641502	-1.764099087	-1.899125856	-2.320156718	-1.239458394	-1.946788506	-1.290853892	-1.259440567	-1.334156965	-2.015363516	-1.542036941	-1.355073779	-1.872614885	-1.916124381	-2.516153032	-1.992951968	-0.905056792	-0.924845932	-1.206273596	-0.988797944	-0.726539401	-0.965041339	-1.323197156	-1.591007847	-0.933849366	-2.406615561	-1.311016283	-1.003274711	-2.158427275	-0.854657825	-0.861759476	-1.551586726	-1.825564995	-1.284017941	-1.082234725	-1.607274252	-1.554517556	-1.706829967	-1.618469155	-0.708830023	-1.129962907	-1.290431918	-1.423205365	-1.748552803	-2.534535381	-1.843570665	-1.692493148	-1.847849985	-2.548967437	-1.079579646	-2.368205728	-2.530814592	-1.366780797	-1.316442027	-0.729443381	-1.445068063	-0.516003484	-1.663363068	-2.303036809	-1.422682108	-1.737082559	-1.877602571	-2.851631574	-2.127451262	-1.678196631	-2.48339213
hsa-miR-518e-3p	-1.521227075	-1.744864025	-1.489007091	-1.517914886	-1.372072398	-2.258523715	-2.245532411	-1.143914845	-1.780746642	-1.845584536	-2.036420683	-1.097250738	-1.307419144	-1.051284562	-1.039737862	-1.176744178	-1.033752717	-1.467799766	-0.971487117	-1.240925256	-1.482045813	-1.185074679	-1.903681284	-2.912836377	-1.40246237	-1.684416712	-1.025581191	-0.567721339	-1.027875123	-1.190265648	-2.068522705	-1.178774291	-1.302041218	-1.944374705	-0.737067557	-1.312070022	-0.419711628	-1.198815653	-1.057833149	-0.618486195	-1.360610355	-1.959026053	-2.344251277	-1.908132599	-0.979439731	-1.088749861	-1.436209424	-0.628687896	-1.815580505	-1.450761505	-1.654828483	-1.248846371	-1.758952448	-1.2301442	-1.204613697	-1.497245622	-1.813505559	-1.065893683	-0.7122886	-0.987893355	-3.126386075	-1.231537417	-0.440513673	-1.859264261	-0.696724597	-1.096472468	-1.047920922	-1.657655783	-1.3803799	-1.729178194	-2.364139469	-1.527864636	-1.395523304	-1.171113413
hsa-miR-518f-3p	1.962178042	2.108703373	1.936234975	1.581365974	1.795486555	1.872652398	1.938681873	1.860550179	1.854114934	1.892280309	1.905566671	1.457271214	2.156863876	1.691939847	1.97643988	1.662203562	1.755555899	1.353029013	1.706755906	1.513945661	1.200418731	1.670160971	1.49956049	1.532157042	1.629751764	1.697079269	1.560630547	1.227150075	1.191001536	1.177634726	1.238847607	1.839224224	1.354728585	1.770462941	0.980507803	1.051258036	1.487521941	1.685994862	1.377136853	1.388381907	1.234145082	1.19964477	1.349527434	1.560284295	1.945301731	1.94871138	1.258643098	1.66455581	1.641510578	2.025632465	1.557577782	1.629685863	1.123524138	1.147756961	1.608075165	1.570069349	1.722405907	1.28311027	1.162390069	1.633464586	0.220202074	1.660220053	0.269115469	1.51631832	1.250748013	1.282142191	1.819329923	1.460722873	1.28196052	1.574270547	1.398945882	1.247179786	1.868178201	1.401972689
hsa-miR-5196-3p+hsa-miR-6732-3p	2.116363371	2.389691786	2.210356906	1.655296863	2.47848978	1.926253859	2.354939682	2.006608106	2.178896308	2.491928738	2.042982164	1.730940322	1.98887886	1.772224651	1.203588479	2.005501094	2.114632153	2.132901194	1.540273818	2.11205499	1.638676865	1.472026505	1.731038794	1.572855956	1.433094995	2.257565959	2.231216769	1.652386598	1.872121834	1.877985427	2.249968143	1.871426314	1.921133517	1.524847123	1.790589294	1.443780187	1.478714649	2.126710636	1.228987299	1.988497147	2.148523536	1.979133563	1.651989054	1.957865407	2.088288392	1.26990869	1.390539191	2.375660736	2.026547332	1.994640112	1.313756369	1.964968655	2.590954424	1.648713245	1.909772103	2.229223205	2.111665454	2.155184205	1.719590858	2.007194946	1.825593846	1.931285112	1.775744322	1.910749728	1.971549655	2.101363702	1.929456344	2.074919962	2.304094642	1.969206322	2.03108164	1.844770564	1.78065704	1.954256437
hsa-miR-5196-5p	1.612236569	1.530097965	2.00919377	1.563457727	1.653432899	1.266046051	1.576416334	1.241904572	1.596796948	1.813670482	1.455235213	1.487504913	1.40261151	1.259361062	1.142618711	1.073604642	1.860923714	1.464508109	1.967060845	1.852898683	1.293825143	1.150512807	1.107720741	1.350469207	1.937848787	1.840727411	1.843027964	1.48463184	1.072201568	2.053495935	1.243158736	1.60304841	2.071968381	1.25825424	1.900999268	1.226966715	1.345619952	1.783955495	1.067905196	1.294249773	1.371185203	1.43443355	0.881481183	1.29717633	1.555801304	1.531766385	1.405892704	1.790780198	1.60430205	1.73448633	1.77738598	1.249024182	1.64539414	1.532401341	1.63174787	1.473877819	1.714150336	0.82924384	1.447273864	1.692310272	0.980394061	1.137507499	0.550116275	1.491938278	1.200430664	1.392916285	1.269298268	1.613434298	1.752978647	1.429038678	1.570714169	1.11463685	1.389424665	1.427828483
hsa-miR-519b-3p	0.553631688	0.349442601	0.071312948	0.351201611	0.146638246	0.311226408	-0.019031622	0.262598616	-0.778165085	-0.133150783	0.376395574	0.51742022	0.202086166	0.906949962	0.447165625	0.50276572	0.427751321	0.076324728	-0.183588993	0.178350235	-0.412739406	0.615898908	0.178619658	-0.339421979	0.303237048	-0.26734265	0.888941465	0.440092392	0.653114883	0.383717032	0.186835336	0.349709089	0.031533272	0.298195144	-0.144359851	0.088441231	0.088917796	1.077284952	0.818404155	1.047942691	0.177905765	0.384711848	-0.753390959	0.713410185	0.135514646	0.76051474	-0.17735214	0.152238784	-0.375080342	0.425433737	-0.238788523	-0.091126996	-0.297051724	0.838930417	0.020854228	-0.671873288	-0.083253612	0.359604337	-0.074433295	0.025268606	0.717039794	-0.099861146	-0.015217232	0.176077534	0.720020219	-0.172848104	-0.568580955	-0.034685685	-0.303236536	0.167248219	0.020799608	-0.370236112	-0.555114825	0.907036528
hsa-miR-519b-5p+hsa-miR-519c-5p+hsa-miR-523-5p+hsa-miR-518e-5p+hsa-miR-522-5p+hsa-miR-519a-5p	0.78793055	1.393217316	0.614149077	1.608626306	1.200058522	1.303483668	1.342289627	0.829224382	0.741780675	0.809358894	1.428645436	0.659899788	0.356237536	0.267362879	0.347054212	1.123427893	1.375145283	0.578495014	1.011196211	0.148952236	1.660835471	0.760761941	1.420790753	1.575742303	2.666326858	1.453992836	1.13568396	0.319663719	0.448778884	0.9902676	0.598638537	0.261199343	0.57612679	0.368301855	0.962842364	0.591222829	1.909027946	0.770695202	0.784437303	1.025415207	1.038159582	1.046113122	0.666808417	0.884100807	0.572730709	0.665779424	0.377024241	0.394139059	0.90759276	0.506348153	1.059244788	0.601730709	0.515051127	1.151426209	0.489345292	0.17869373	0.900354758	0.558925241	0.530853402	0.647821873	0.652361205	0.433791199	0.061746354	0.767046826	1.112426472	0.665676955	0.946551564	1.617734929	0.624456422	0.997665911	1.511030194	0.513691501	1.155855898	1.000107431
hsa-miR-519c-3p	0.358049123	0.668849252	0.383758419	0.474956234	0.917120269	0.074001451	0.416394787	-0.167115183	0.3470866	0.441174436	0.93492802	0.695880087	0.402408445	0.35839496	0.93529995	0.42120035	0.629567254	1.053844648	0.601350903	1.095755398	0.684866121	0.967390759	1.032624311	0.729318887	1.087360711	1.058539698	0.747061354	1.212488267	0.253537651	0.720579092	0.890868593	0.604748115	0.367066824	0.457666062	0.343937395	0.493020395	0.460806716	0.49003131	0.600427541	0.581600819	0.211953941	0.670705135	-0.278788617	0.01407478	0.381183329	0.58695296	0.639196839	0.377609724	0.557219554	0.939711153	1.049171901	0.664178326	1.015736144	-0.257194257	-0.208771048	1.055655641	1.198224265	0.393142752	0.545210004	0.667687292	0.284197101	0.502319784	-0.039732866	0.771847005	1.089738494	0.581039658	0.328434899	0.689107297	1.213897253	0.756985265	0.469239228	-0.297690538	-0.083720066	0.880311023
hsa-miR-519d-3p	1.33896659	1.102204152	0.858437566	0.555994262	1.029113976	0.603811934	1.066451458	0.599037605	1.111892452	1.273173747	0.662971368	0.464159732	0.447523039	1.490450446	0.797104422	1.043558422	0.685928265	0.412328938	0.400882435	0.38775	1.339968468	1.078821915	0.809473174	1.275108566	1.091243323	1.085659204	1.297878284	0.951252618	0.888223784	1.085994129	0.673528639	1.401739074	1.418925611	0.924710485	0.968990609	1.569793954	1.745750619	1.273135954	1.649716364	1.243225864	0.961282383	1.01172768	1.268383517	1.176422803	0.709472787	1.054073993	0.831441182	2.224289574	1.178794121	1.449158988	0.668120834	0.918368006	1.168501618	1.314884186	1.421477676	1.144044838	1.343096305	0.871953188	1.257633286	0.891157845	0.972897433	1.204052578	1.184443559	0.647244419	1.364248506	1.029897981	1.037446562	0.927623089	0.823690448	0.920293673	-0.050664889	0.827243325	1.076015359	1.345901415
hsa-miR-519e-3p	-0.9385057	-0.210500795	-0.994894184	-0.4651579	0.014141163	0.184714891	-0.21300326	-1.644575954	-0.329057823	0.072420782	-0.182807434	-0.796431668	-0.769382551	-0.553806622	-0.390051333	-0.086107949	-0.649273781	-0.348955035	-0.75943212	-0.318913167	-0.085191083	-0.805588542	-0.423348255	-0.333828478	-1.213616312	-0.744465758	-0.522183983	-0.268952381	-0.516263606	0.139558747	-0.359501323	-0.459042367	-0.38997857	-0.304528956	-0.119329395	0.042699299	-0.444531754	-0.674719882	-0.630320739	-0.852746537	-0.076977663	-0.043871154	-0.893036952	-0.458572307	-0.733686086	-0.535985348	-0.257383353	-0.058572127	-0.026828138	-0.409192595	-0.869245671	-0.108197158	-0.276744727	-0.824967112	-0.16855405	-0.009309282	-0.59438953	-0.326834684	-1.300524585	-0.265860443	-0.393079044	-0.328675781	-0.489071196	-0.364834778	-1.696024352	-0.31311181	-0.893221737	-0.668619118	-1.141125242	-0.847086462	-0.812891085	-0.110872779	-0.79860696	-0.530675976
hsa-miR-520a-3p	-4.899092005	-4.584934553	-4.67204896	-5.055418222	-5.075555746	-4.09397723	-5.382828837	-4.432519894	-4.713606131	-4.36577211	-4.318071354	-4.238528386	-4.195717103	-4.098817091	-3.949155788	-4.191136073	-4.501171342	-4.2209831	-3.814020543	-3.856367949	-4.487184977	-4.478169821	-4.21352223	-4.556627279	-4.999574888	-4.62847154	-4.761575844	-4.142725022	-4.052264479	-4.866309226	-4.4873265	-4.640776035	-3.874508001	-4.385436343	-4.386568575	-3.450643097	-4.069605567	-4.600360695	-4.412787009	-4.737765768	-4.489084374	-4.380353526	-5.293675599	-4.709764065	-3.872022551	-6.156744118	-4.421142676	-4.39759194	-4.997764116	-5.132761662	-5.259689431	-4.800663024	-4.067259821	-4.571363792	-5.205850339	-4.656863138	-4.666224448	-4.95138671	-3.75337192	-3.792458252	-4.481155285	-4.883136442	-4.380482022	-4.997372315	-4.219344835	-4.294069034	-4.096948815	-4.512320042	-3.852786852	-4.244097897	-4.124493297	-3.988823772	-3.893119238	-6.288996324
hsa-miR-520a-5p	2.565699231	2.131547204	2.277672031	2.113982159	2.205670116	1.791756159	2.368016015	1.751298302	2.081503653	2.255980066	2.042558858	1.660207979	1.979195165	1.984457464	1.677784739	2.205681686	2.007620168	2.125526979	1.911683708	1.827428203	1.822626573	2.322696951	2.114407684	1.8794456	2.290790675	1.924915761	2.045565829	2.223027387	2.017416307	1.856151685	1.588876955	1.470734523	1.955694718	1.837302678	2.018635697	1.851615526	2.090132887	2.039019325	1.680744936	1.888735984	1.774730998	1.476747942	2.130931447	2.037425707	2.048953205	1.890778625	1.967749105	1.906923974	2.743183598	2.440299433	2.209915894	1.847183249	1.845319938	2.260332461	2.234238271	1.921247585	2.14517391	1.8051149	2.025585523	1.912346041	1.746630549	1.791599916	1.654101792	1.71743609	1.674744674	1.939187096	2.271358043	2.042041314	2.16810495	2.166062996	2.32346663	2.556780882	1.99216805	2.004306687
hsa-miR-520b	-0.090201636	0.185731944	0.053589868	0.671359011	0.29016489	0.23968316	0.215517358	-0.370760628	0.606806315	0.474787235	-0.264087978	0.343940481	0.345083706	0.256426806	0.38621976	-0.019397535	-0.987162344	-0.247385826	-0.059509488	-0.282807743	-0.064742171	0.055357613	-0.748903634	0.603894039	-0.618630918	0.503668132	0.08211582	0.177303483	0.299698213	-0.42333403	-1.604302854	0.796095566	-0.405060075	-0.490254957	-0.013399476	0.572396498	-0.319856681	0.944351373	-0.290079216	0.160147513	-0.04993448	0.652947116	0.070802497	-0.472002745	0.060774991	0.370746412	0.367361371	-0.006670623	-0.206384558	-1.262081799	-0.6760525	-1.052246339	0.199304746	-0.083918337	0.302938506	0.059562174	-0.604101189	-0.214323406	-0.769768413	-0.92207328	0.204898079	0.739733829	-0.024673511	-0.183452209	-0.179969281	0.47850521	0.454187915	0.690762039	0.943112491	1.012678741	1.046867533	0.264220815	0.827028688	0.18871727
hsa-miR-520c-3p	2.116468628	1.989980138	1.975076642	1.99313621	2.06748309	1.765314167	1.95233135	2.147244926	1.849692968	1.808665656	1.850080369	2.070711514	1.755223279	1.505200803	1.988150253	1.795579892	1.928730741	1.931272278	1.876429872	1.432352884	1.830923388	1.497657166	1.870741761	1.899948269	2.553632886	1.56020705	1.869798382	2.09338799	1.259940553	1.977067503	1.847157425	1.964031182	1.755798161	1.534156524	1.632748003	1.464095522	1.961570771	1.615114946	1.351184104	1.466954877	1.823148755	1.881594831	2.246261748	1.887400738	1.690032412	1.988295916	1.670000654	1.6658972	1.852512046	2.083538236	1.801145738	2.118999213	1.867055319	1.802063811	2.163236601	1.889279019	1.380863312	1.743927858	1.750845326	2.075296269	1.927435049	1.632481141	1.823625924	1.902646571	1.396712469	1.762594215	1.779216235	1.831924037	1.224071029	1.728782531	1.907243443	1.689613838	1.842473757	2.243257015
hsa-miR-520d-3p	2.473439428	1.986850945	1.89797804	1.781781105	1.550478568	1.682391143	2.045133487	2.16870891	1.769205358	1.41708388	1.95459727	1.763600631	1.97578394	2.093546526	1.564157175	1.133925523	0.834038111	1.70249108	2.239720984	0.539697609	1.18317868	1.531943724	1.906004306	1.371310113	1.855038961	1.791221845	1.861022352	1.706924599	2.095780964	1.386731236	2.066503366	1.192609085	1.22590523	1.620512075	1.63187904	1.595970974	1.975780909	1.12111998	1.374368763	1.836057784	1.44647151	1.250222308	1.506647924	1.817517898	1.182580467	1.660562384	1.496953762	1.233543199	2.166196052	1.406612572	1.697252283	1.565646948	1.25368252	1.945172445	2.003117089	1.583228545	1.950147011	1.612712339	1.618644573	1.676839614	1.784305802	1.580903709	0.873252416	1.50782242	1.312604686	1.111409049	2.025244526	1.831587045	1.721244041	1.76322996	1.602437515	1.552508964	1.692159931	1.964969533
hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p	-0.397444574	0.47677146	0.417611484	0.279608707	-0.006943657	-0.028308474	-0.11001761	0.481881125	0.761173796	0.496655872	0.501853731	-0.413069054	0.82476046	-0.196917923	0.062120991	0.912233664	0.690651805	-0.152201549	0.629400625	0.186491598	0.342892676	0.325967778	0.791138597	0.620491027	0.222113839	0.522182873	0.06293418	1.159737372	0.933216193	0.222472826	1.198148278	-0.120582862	0.632257864	0.878202135	0.669593065	0.600273446	0.578500764	0.188213084	1.237741474	1.253852893	0.73193007	0.395531297	-0.196847352	0.425959143	0.159968919	-0.064999814	0.663741251	0.812873782	0.677746757	0.624866987	0.159807575	0.271395664	0.304525432	-0.658869994	0.281508717	-0.084492943	-0.277650238	0.564512746	0.483933245	0.067617271	-0.109510591	-0.171130713	0.25414335	0.514753187	0.854656795	0.057730909	0.652299405	0.062982253	0.677651584	-0.154571218	0.473684283	0.787662701	0.723699941	0.405820126
hsa-miR-520e	0.677614053	0.016989002	0.101801757	0.578885816	-0.168661813	-0.181489852	0.314353169	-0.287530405	0.181236058	0.441468545	0.113993386	0.095600158	0.20298887	0.885997541	0.092835984	-0.477133414	-0.169989082	0.438687373	0.131001659	0.560122156	-0.000626368	-0.334235055	0.474339323	0.201630607	0.48386892	0.642570526	-0.356714026	0.256295897	-0.01012256	0.218740831	0.325384202	0.383095937	0.146248219	-0.789488184	0.032985368	-1.093721743	0.397030266	-0.027892681	0.236693134	0.171574217	-0.155285836	0.348881791	0.070597901	0.188437677	-0.158989225	0.001365266	-0.10520882	-0.30806301	0.123483763	0.386116402	-0.38315799	-0.112570296	0.555254323	0.236324356	0.666722406	0.654149523	0.430945633	-0.546828014	0.146117238	0.152817251	0.162033454	0.436446356	0.551934513	0.214594854	0.569404481	0.064864991	-0.148024269	0.08671025	-0.083702539	-0.385340891	0.545833497	0.244313959	0.285176681	-0.251313896
hsa-miR-520f-3p	4.778041877	3.724727178	3.8413798	3.853750138	3.319590001	4.298817152	3.149263072	5.551944216	4.508464813	4.354921099	4.65787917	5.090974439	3.869308749	3.250549356	3.042381004	3.560907704	3.365041586	4.36688234	4.10142322	-0.868183086	4.034160297	4.300999993	5.794633043	4.452073062	4.911494307	1.739630818	2.611078938	1.230672392	0.192109724	0.29674129	0.072390241	2.544342715	2.72240108	2.975778382	1.745962194	2.54491695	2.00919426	1.766043208	0.705357823	1.080722951	2.150796721	1.71732737	2.001291933	2.536056085	2.459099258	1.693143152	0.856460867	1.570596361	0.686048155	0.91218452	1.300535068	1.533950438	0.436836087	2.095009773	0.564417718	1.789053621	0.818860592	0.825227461	1.379160122	2.743760757	0.480441478	-0.174678999	1.593849967	-0.617912075	1.197170038	0.332431344	3.921269326	3.994323728	4.189184323	4.946329447	3.873777873	4.968005356	4.690177011	4.214921867
hsa-miR-520g-3p	1.221043189	0.878788467	1.564738862	0.813313116	1.338683605	0.706815205	1.330165378	0.831874882	0.451220654	0.997778998	1.012271084	1.144292913	1.398348882	1.054704211	0.965335958	1.16904004	0.502759737	1.07728475	0.987314779	0.499117126	0.930180194	0.580479833	1.304078968	0.850188221	0.729436287	0.434332589	0.644960234	0.848059717	0.19312327	0.467132447	1.137085214	0.889801158	1.463495949	0.501620621	0.286515275	0.472860977	0.99941642	0.780560344	0.260038155	0.127593176	0.586618176	0.437136513	1.027278041	0.598384214	0.555294987	0.82138458	0.376780451	0.987526561	1.100280709	0.590846405	1.033585833	0.637468519	1.354390072	0.946707566	0.294001254	0.64436444	0.610870048	0.897283481	0.290343643	0.827463203	0.703268622	0.684473161	-0.041855298	0.639505243	0.387980343	0.838428249	0.39942002	0.674912362	1.086203208	0.642905843	0.651698682	1.207625242	0.729231679	0.930557236
hsa-miR-520h	0.153488925	-0.315107973	-0.711846606	-0.772740911	-0.4256852	-0.150732996	-0.417164122	-0.506383967	0.117355956	-0.361283067	-0.301162414	0.020742409	0.325242046	0.113341394	-0.145421501	-0.13522905	-0.075511422	0.180369814	0.130613222	0.587597918	-0.185729538	0.379557592	0.320557774	0.445617644	-0.406467875	-0.197205817	-0.532456291	-0.022819916	-0.502257292	-0.100170136	-1.211513527	-0.427510297	-0.030319817	0.383048438	0.385784968	-0.095771751	-0.012087431	-0.210756686	-0.291188122	-0.242624109	0.145720761	-0.602091479	0.003745252	0.173512837	0.074196311	-0.186302159	-0.471419791	0.507794059	-0.047925673	-0.471378288	-0.012278075	-0.364057434	-0.629465263	-1.607408954	-0.654463355	0.000693051	-0.103869859	-0.460548542	-0.047634487	-2.126758493	0.018751586	-0.926296287	0.126891216	0.451268696	-0.278155876	-0.778854698	-8.26E-05	0.332832411	-0.078303041	0.323255092	-0.800440924	0.110257093	0.15658989	0.323516825
hsa-miR-521	2.154593369	2.255821587	2.522612667	2.596229718	2.906157845	2.290945417	2.140318315	2.617293245	2.194036211	1.842088875	0.526943753	2.278703068	2.301269161	2.343900352	2.192491773	2.077897015	3.032874914	1.196921336	2.757775182	2.697929066	2.159804265	2.518535648	2.403477045	2.00557003	1.825093851	2.113700171	2.401634608	2.256569431	2.480342611	2.62735169	1.673476076	1.590829939	3.11870167	1.940264321	2.329007612	1.726389766	2.241437066	1.677836395	2.249561328	1.427937085	2.197895696	1.702871897	1.91527216	2.592141341	2.551300407	2.684537049	2.626524779	1.504748622	2.680207229	2.664418941	2.348828971	2.964976934	2.733839919	2.367582124	2.600345165	1.830569824	3.184684227	2.245629287	2.741343607	2.482736978	2.096725319	2.362457427	2.713475473	1.944322112	1.352266306	1.6397591	2.345807058	2.224747804	1.82947611	2.25129363	2.065953265	2.095417689	2.846553157	2.662415644
hsa-miR-522-3p	-0.063848191	-0.257209692	0.275192393	-0.54800318	-0.050659189	0.232202616	-0.150344411	0.555490301	-0.051333361	0.326562473	0.381588077	-0.597596645	0.419007895	0.479942874	-0.138026733	0.157147853	0.03242949	-0.121280927	0.567143443	-0.128386027	0.088297343	-0.103229085	0.345108238	0.254576745	0.676156073	-0.801017912	-0.045537789	0.024590301	-0.250356997	-0.307919026	-0.54030422	0.084691941	-0.274593222	-0.549790023	-0.02511578	0.073601649	0.401107321	0.152642096	-0.222676337	-0.457664421	0.033888686	-0.855753088	0.187557056	0.515693455	0.374840622	-0.112721444	-0.039355083	0.178211974	-0.792408566	-0.337476885	0.496219518	0.293349843	-0.357235487	-0.269130443	0.112229531	-0.397824256	0.101889488	0.000563727	0.408982286	0.036531608	0.381245582	0.453221534	0.095064078	-0.062584114	0.342326783	0.321689147	0.196791297	0.20907042	-0.19735115	0.333582788	-0.13677957	0.656385056	0.317690577	0.604310424
hsa-miR-523-3p	2.13166392	1.082486575	2.092985206	2.489364218	1.262800184	2.235571557	1.712466261	1.430144003	2.578696728	2.478524417	2.683701619	1.845117933	2.101506478	1.322695563	1.896039423	2.349006791	2.025156802	1.468686378	2.017721533	1.379450329	2.186149523	2.37957498	2.101620095	1.8925936	2.408513293	2.810575922	1.678808919	1.771862705	3.888022997	2.067276744	2.753936485	2.846788941	2.452330344	2.265998446	1.898152692	1.050301896	1.921452583	2.625873871	3.660595963	3.861478315	3.033897228	2.830377393	2.443492147	2.897858514	2.684644337	2.57002935	2.452148254	3.275510369	2.213470063	2.928579383	1.956186751	0.735361097	2.321854283	2.54435839	2.691064538	2.345105779	2.309697835	2.586469829	1.700747592	1.41639839	2.539447408	2.206817732	2.00597225	2.276048373	3.068200944	2.477291418	2.193370632	2.865685408	1.832399257	3.050002397	2.834894539	1.642286705	2.982610709	2.732584974
hsa-miR-524-3p	1.346875649	0.819029055	0.92276969	1.302617129	1.580126839	0.912472507	0.911378068	1.554092826	1.254118648	0.623892289	1.221436525	1.209520797	0.264800149	0.711540542	0.609311006	1.194802471	0.560067066	1.149813262	1.080649775	0.913503335	1.513803594	1.270434134	1.615812791	0.360367277	0.725222135	1.215555308	1.218579043	0.150841998	0.377092575	0.487107881	0.672908189	0.477974646	1.100388435	0.761885213	0.171472928	0.578758273	0.111262581	0.901992671	0.616222318	0.766078985	0.907834093	0.908678842	0.973059002	0.527497843	0.706641356	0.91347888	0.800322935	0.959936569	1.172934233	0.576504334	0.669937346	1.192028493	1.608878074	0.500948677	1.233197026	0.974817153	0.250032025	1.014163432	0.822705193	0.530151205	0.658806732	0.646166961	-0.833473075	1.293997759	0.878984643	0.833992834	0.511592821	0.924633061	1.104710676	1.061537085	0.783890342	0.946996865	0.696346234	0.560815751
hsa-miR-525-3p	-0.445748595	-0.072536621	-0.307690658	-0.217667713	-1.457595796	-1.157259749	-0.580176698	-0.974399098	-0.661262744	-2.328168421	-0.294559565	-0.240817963	0.423557349	-0.576370642	-0.16498889	-0.150884688	-0.021371532	-0.137413987	-0.191693155	-0.26958195	-0.399596807	-0.498700496	0.331696241	-0.084920994	-0.46717004	-2.463662013	-0.764542647	-1.428949964	-1.480556942	-1.607932303	-0.32693059	-1.313034172	-1.470542024	-0.706500129	-0.725477284	-0.714870605	-2.213213504	-0.845182726	-0.971998114	-1.451095828	-0.802777148	-0.780224752	-0.535439689	-2.387903585	-1.020790904	-0.958921001	-0.084027013	-1.036275736	-0.76630105	-1.043126463	-0.730778695	-0.694835443	-0.769363938	-0.677311346	-0.360082087	-0.956806313	-0.799567219	-1.632211301	-0.020029602	0.303239408	-0.586626971	-0.253923016	0.110339422	-0.903025478	-0.72326599	-0.484950965	-0.192108434	-2.167204513	-0.469471184	-0.760046233	-1.269068797	-1.569690536	-0.564795275	-1.252004811
hsa-miR-525-5p	0.429604659	1.240576731	1.217022145	0.897749846	1.597101225	1.26727953	1.206730771	1.455441215	1.85205005	1.555580658	1.542593222	1.40316612	0.758093358	1.038150998	1.066966275	1.200391175	1.379608553	1.569099131	1.548996636	1.911542354	1.196512835	1.528058513	0.75808627	0.928717542	1.265117455	1.544534347	1.422945881	0.388754266	1.568419614	0.598592645	0.962303056	1.65478657	1.463900347	1.365626357	1.016996273	1.928933828	1.097351981	1.027952251	1.349930793	1.444339544	1.54773631	1.493674783	1.844809694	1.093862571	1.667930849	1.820358194	1.563818772	1.584950209	1.274511214	0.983675564	1.093227965	1.84147049	1.530480754	1.860697056	1.205085993	1.874066343	1.073995241	1.079086416	1.871070828	1.231739258	1.367201174	1.366030662	0.980680389	1.547498039	1.280365591	1.265049373	1.609582352	1.541727623	0.078220465	1.641587085	1.938250283	1.857100426	1.585029937	1.595231962
